,Ttile,Summmary,DateTime,URL
11,"Indian rupee to average at 77 per US dollar in 2020, 80 in 2021: Fitch Solutions","Fitch Solutions on Tuesday revised down its forecast for the Indian rupee, saying the currency will average 77 per US dollar in 2020 and 80 in 2021 amid ongoing global risk-off sentiment and likely steep monetary easing.
""We at Fitch Solutions maintain our view for the Indian rupee to persist on a long-term weakening trajectory against the US dollar,"" it said in a note.
Over the long term, the rupee's overvaluation and structurally higher inflation relative to the US would exert downside pressure on the currency.
""We are, however, revising our forecast for the rupee to average INR77.00/USD in 2020 and INR80.00/USD in 2021, versus INR73.00/USD and INR75.00/USD previously,"" it said.
The Indian rupee has depreciated by about 7 per cent since January and has averaged 72.10 to a US dollar in 2020.",2020-03-24T09:24:25Z,https://www.news.google.com/./articles/CBMijgFodHRwczovL3d3dy5kZWNjYW5oZXJhbGQuY29tL2J1c2luZXNzL2J1c2luZXNzLW5ld3MvaW5kaWFuLXJ1cGVlLXRvLWF2ZXJhZ2UtYXQtNzctcGVyLXVzLWRvbGxhci1pbi0yMDIwLTgwLWluLTIwMjEtZml0Y2gtc29sdXRpb25zLTgxNzE0My5odG1s0gGSAWh0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vYW1wL2J1c2luZXNzL2J1c2luZXNzLW5ld3MvaW5kaWFuLXJ1cGVlLXRvLWF2ZXJhZ2UtYXQtNzctcGVyLXVzLWRvbGxhci1pbi0yMDIwLTgwLWluLTIwMjEtZml0Y2gtc29sdXRpb25zLTgxNzE0My5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
12,YouTube will default to standard definition video worldwide for a month - GSMArena.com news,"We're talking about YouTube defaulting to SD.
Obviously there's the possibility of an extension after said month will pass.
So when you will want to play any YouTube video it will start off in SD (480p), but you can still manually choose to up the resolution if you want to.
It's just that you'll have to do that for every single video, every single time.
Because obviously, no one's ever watched YouTube videos at work before, people are only now discovering the service since they're stuck at home.",2020-03-25T03:12:02Z,https://www.news.google.com/./articles/CBMib2h0dHBzOi8vd3d3LmdzbWFyZW5hLmNvbS95b3V0dWJlX3dpbGxfZGVmYXVsdF90b19zdGFuZGFyZF9kZWZpbml0aW9uX3ZpZGVvX3dvcmxkd2lkZV9mb3JfYV9tb250aC1uZXdzLTQyMjIwLnBocNIBbGh0dHBzOi8vbS5nc21hcmVuYS5jb20veW91dHViZV93aWxsX2RlZmF1bHRfdG9fc3RhbmRhcmRfZGVmaW5pdGlvbl92aWRlb193b3JsZHdpZGVfZm9yX2FfbW9udGgtYW1wLTQyMjIwLnBocA?hl=en-IN&gl=IN&ceid=IN%3Aen
13,"IT companies power critical services, can’t let all work from home, say CEOs","The $150 billion industry that primarily services overseas clients is allowing these workers to build software and maintain them for clients from remote locations.TCS, which supports over 1,000 organisations globally, has now allowed 85% of its staff to work remotely, both in India and onshore in markets such as the US and Europe, to ensure business continuity with support from “minimal associates working from offices.”“All these organisations have trusted TCS to manage their technology and continue to place their confidence on us to help them tide over this situation,” Gopinathan wrote.But as Covid-19 continues to disrupt daily life forcing lockdowns across the globe, workers of Indian IT services firms took to social media platforms complaining of employers’ insistence that they come to office.
These employees also posted internal emails to support their claim.On a ‘IT Confessions’ Facebook page, an employee from a technology company had anonymously said: “Management of our process has decided to split the staff 50% in general shift and 50% in night shift...My name is not under the list of staff who will get WFH.”The National Association of Software and Services Companies said that while employee safety was paramount, some measures must be taken to ensure that IT services companies can still service critical offerings from global healthcare, telecom networks and financial firms.“Unfortunately, most of these mission critical services cannot be processed outside of the highly secure work premises.
Hence, it is important to ensure governments enable the IT-ITes sector to function as essential services and keep those critical services operational,” Nasscom said in a statement.Cognizant CEO Brian Humphries, in an email last week, to employees said ensuring continuity for critical teams working from restricted environments, bandwidth and data security among other concerns had to be considered while enabling remote working.
The company has enabled work-fromhome for most teams since then.Experts say tech services firms face a challenge as they have not factored the dramatic shift in the need for thousands of people to work from home.“What they may not have been ready for is a scenario where your entire workforce or a large percentage of your workforce which up until now has been working from one fixed location is now going to be working from a distributed environment,” said KN Murali, director - human resources & alliances at NTT India.
“That’s the piece they have not readied themselves for.”Another analyst said the measures could be limiting considering the scare of the spread of the pandemic.“We believe it is going to be difficult though providers are assuring that they are taking the best sanitizing measures, it may not be enough,” Mrinal RaI, principal analyst at Information Services Group said.",2020-03-25T03:19:00Z,https://www.news.google.com/./articles/CBMikQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vdGVjaC9pdGVzL2l0LWNvbXBhbmllcy1wb3dlci1jcml0aWNhbC1zZXJ2aWNlcy1jYW50LWxldC1hbGwtd29yay1mcm9tLWhvbWUtc2F5LWNlb3MvYXJ0aWNsZXNob3cvNzQ4MDIzNDEuY21z0gGMAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS90ZWNoL2l0ZXMvaXQtY29tcGFuaWVzLXBvd2VyLWNyaXRpY2FsLXNlcnZpY2VzLWNhbnQtbGV0LWFsbC13b3JrLWZyb20taG9tZS1zYXktY2Vvcy9hbXBfYXJ0aWNsZXNob3cvNzQ4MDIzNDEuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
14,Gold prices today fall sharply after rising for 3 days,"Gold prices in India fell sharply today, snapping a three-day gain as the country goes into a 21-day lockdown.
Gold prices in India have unperformed global markets as the lockdown hits trading volumes and demand.
On the other hand, in global markets, gold advanced for a third straight session today, hitting its highest in about two weeks.
Spot gold gold today rose as much as as much as 1.6% to $1,635.79 earlier in the day - its highest since March 12.
Fed’s latest stimulus measures has also lifted silver prices.",2020-03-25T03:46:18Z,https://www.news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9uZXdzL2luZGlhL2dvbGQtcHJpY2VzLXRvZGF5LWZhbGwtc2hhcnBseS1hZnRlci1yaXNpbmctZm9yLTMtZGF5cy0xMTU4NTEwNDEyNjIzOS5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL25ld3MvaW5kaWEvZ29sZC1wcmljZXMtdG9kYXktZmFsbC1zaGFycGx5LWFmdGVyLXJpc2luZy1mb3ItMy1kYXlzL2FtcC0xMTU4NTEwNDEyNjIzOS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
15,"Taking Stock: FM comments soothe nerves; Nifty off high but holds 7,800","Stocks and Sectors:Sectorally, the S&P BSE IT index rose 6.9 percent, followed by the BSE Energy index rose 4.2 percent, and the S&P FMCG index gained 3.1 percent.
On the losing front, the S&P BSE Realty index fell 2.01 percent, followed by the S&P BSE Capital Goods index that fell 0.73 percent, and the Public Sector was down 0.23 percent.
On the broader markets front, the S&P BSE Midcap index rose 1.5 percent, while the S&P BSE Smallcap index rose 0.05 percent.
IndusInd Bank: The share price of IndusInd Bank fell over 7 percent after the bank's MD & CEO Romesh Sobti retired.
Dr Reddy’s Lab: Dr Reddy’s Laboratories share price rose 3 percent on March 24 after the company said it is going to consider fundraising.",2020-03-24T13:21:00Z,https://www.news.google.com/./articles/CBMihAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy90YWtpbmctc3RvY2stZm0tY29tbWVudHMtc29vdGhlLW5lcnZlcy1uaWZ0eS1vZmYtaGlnaC1idXQtaG9sZHMtNzgwMC01MDY3OTYxLmh0bWzSAYgBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL21hcmtldHMvdGFraW5nLXN0b2NrLWZtLWNvbW1lbnRzLXNvb3RoZS1uZXJ2ZXMtbmlmdHktb2ZmLWhpZ2gtYnV0LWhvbGRzLTc4MDAtNTA2Nzk2MS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
16,"Dow Has Biggest Rally Since 1933, Surging 11.4% On Stimulus Hopes","At the close, the Dow Jones Industrial Average had risen by 11.4 percent to 20,704.91Wall Street posted its best performance in nearly 90 years on Tuesday, as indices rallied on hopes that lawmakers would soon agree on a massive stimulus package to blunt the coronavirus' economic impact.
The Dow Jones Industrial Average surged 11.4 percent rallying to end the session at 20,704.91, its biggest one-day percentage increase since 1933.
The tech-rich Nasdaq gained 8.1 percent to close at 7,417.86, while the broad-based S&P 500 finished the day at 2,447.33, a gain of 9.4 percent.
They also have proposed offering $500 billion to corporations, including $50 billion to revenue-strapped airlines, as well as $300 in loans to small businesses.
""The key is to get the money out as quickly as possible and not wait,"" Krosby said.",2020-03-24T21:52:35Z,https://www.news.google.com/./articles/CAIiEFkkRLRTa5rs63AMbr6YRuAqGQgEKhAIACoHCAowj8n_CjDIrfkCMNCf6AU?hl=en-IN&gl=IN&ceid=IN%3Aen
17,Oil Prices Rise on Possible U.S.-Saudi Alliance,"Oil Prices Rise on Possible U.S.-Saudi AllianceCommodities Mar 23, 2020 10:09PM ET© Reuters.
By Gina Lee Investing.com - Oil prices rallied Tuesday morning in Asia as the U.S. indicated the possibility of an alliance with Saudi Arabia to stabilise prices.
U.S. Energy Secretary Dan Brouillette hinted on Monday that a U.S.-Saudi oil alliance was one option to stabilize prices as the COVID-19 pandemic continues to shrink demand and the price war between Saudi Arabia and Russia shows no sign of abating.
“Generally, the stimulus is helping sentiment, even if it’s not helping demand.
Investors may be hanging on to a sliver of hope that an OPEC-Texas relationship may transpire.”Oil Prices Rise on Possible U.S.-Saudi Alliance",2020-03-24T03:09:00Z,https://www.news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LmludmVzdGluZy5jb20vbmV3cy9jb21tb2RpdGllcy1uZXdzL29pbHByaWNlc3Jpc2Utb25wb3NzaWJsZS11c3NhdWRpYWxsaWFuY2UtMjExOTM1OdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
18,"BigBasket, Grofers, Amazon Pantry shut amid coronavirus lockdown","On day one of the three-week national lockdown announced by India in the wake of the coronavirus pandemic, online grocery retailers were mostly shut in spite of the government’s assurances.
At least two such operator cited pressure from local authorities as the reason for stopping its services.
“Dear customer, we are not operational due to restrictions imposed by local authorities on the movement of goods in spite of clear guidelines provided by central authorities to enable essential services.
Screenshot of Amazon India app on March 25.
Hence, it might be a while before Indians can indulge in retail therapy—both offline and online.",2020-03-25T04:28:30Z,https://www.news.google.com/./articles/CAIiELKGFzte-Kd3ZxuQcQdppYYqGQgEKhAIACoHCAowkZHwCjCiyLcCMJf4hQM?hl=en-IN&gl=IN&ceid=IN%3Aen
19,The clacking of Chinese plants returns as rest of world goes in Coronavirus quarantine,"The Chengdu plant is sticking to its usual one shift.
More than 98% of Toyota’s dealerships are open again, and the company has no plans as of now to adjust its 2020 China sales target, it said.Almost all production sites are back to operational, Volkswagen AG said.
Challenges include a slow national supply chain and logistics ramp-up, as well as limited travel options for employees.
All of Volkswagen and its partners’ component production sites are producing again, it said.
The company is adjusting its output levels based on current conditions, such as by moving to one shift instead of two previously, according to the German company.",2020-03-25T05:50:14Z,https://www.news.google.com/./articles/CAIiEKY_s8VbD9JnoNKBbhO_m_4qGQgEKhAIACoHCAow2pqGCzD954MDMMLNigY?hl=en-IN&gl=IN&ceid=IN%3Aen
20,"With SEC investigation behind it, investors warm up to Infosys stock","Infosys said SEC has concluded its investigation into the whistle-blower complaint, which had alleged wrongdoing by the company’s top management.
“Foreign institutional investors generally curtail investments in companies facing SEC probe,"" said an analyst at a broking firm, requesting anonymity.
Despite the recovery in the stock, Infosys continues to trade at a discount to market leader Tata Consultancy Services Ltd (TCS), underscoring investors’ preference for the larger peer.
At the beginning of February, Infosys was trading at 18.3 times FY21 earnings estimates, which was about a 16% discount to TCS’s valuations.
If things worsen, global growth estimates and IT demand projections will be brought down further.",2020-03-24T17:39:28Z,https://www.news.google.com/./articles/CBMihgFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L21hcmstdG8tbWFya2V0L3dpdGgtc2VjLWludmVzdGlnYXRpb24tYmVoaW5kLWl0LWludmVzdG9ycy13YXJtLXVwLXRvLWluZm9zeXMtc3RvY2stMTE1ODUwNzEwOTkxMDguaHRtbNIBigFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L21hcmstdG8tbWFya2V0L3dpdGgtc2VjLWludmVzdGlnYXRpb24tYmVoaW5kLWl0LWludmVzdG9ycy13YXJtLXVwLXRvLWluZm9zeXMtc3RvY2svYW1wLTExNTg1MDcxMDk5MTA4Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
21,"ICRA upgrade of little comfort, Yes Bank shares hit 15% lower circuit","Yes Bank share price hit 15 percent lower circuit in the morning trade on BSE on March 25 even though a day earlier ICRA upgraded the stock's bonds and other financial instruments while placing it on rating watch with developing implications.
The upgrade was done on the bank's Basel III compliant bonds, infrastructure bond programme, certificates of deposit programme and short-term fixed deposit programme.
ICRA said the rating upgrade factored in the removal of the moratorium, which was imposed on Yes Bank by the government, restricting payments to its depositors and creditors.
On March 19, rating agency CRISIL had assigned an A2 rating to Yes Bank's Rs 20,000-crore Certificate of Deposit programme.
Shares of Yes Bank were traded at Rs 30.50, down 12.98 percent, at 1015 hours.",2020-03-25T05:02:00Z,https://www.news.google.com/./articles/CBMigAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9pY3JhLXVwZ3JhZGUtb2YtbGl0dGxlLWhlbHAteWVzLWJhbmstc2hhcmVzLWhpdC0xNS1sb3dlci1jaXJjdWl0LTUwNzA1NzEuaHRtbNIBhAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9pY3JhLXVwZ3JhZGUtb2YtbGl0dGxlLWhlbHAteWVzLWJhbmstc2hhcmVzLWhpdC0xNS1sb3dlci1jaXJjdWl0LTUwNzA1NzEuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
22,Asian Markets Surge as US Reaches Deal on Blockbuster $3 Trillion Stimulus Package,"Hong Kong: Asian equities soared again Wednesday after US lawmakers finally agreed a mammoth stimulus package to support the world's top economy against the impact of the coronavirus pandemic.
""At last, we have a deal,"" Senate Majority Leader Mitch McConnell said, citing the massive ""wartime level of investment into our nation"".
Tokyo ended eight percent higher, with investors there also relieved that the 2020 Olympics had been postponed rather than cancelled.
And with the entire population of India going into a government-enforced a 21-day nationwide curfew, it doesn't suggest blue sky.""
Still, he did say that the US package ""should be sufficient to avoid buttress Main Street from falling into a worst-case depression type scenario"".",2020-03-25T06:54:29Z,https://www.news.google.com/./articles/CAIiEOQJsWwIL4lUq-6wvG0-_H0qGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-IN&gl=IN&ceid=IN%3Aen
23,Airline industry headed for 'apocalypse' without aid: Global aviation body IATA,"Airline industry headed for 'apocalypse' without aid: Global aviation body IATAThe IATA said its latest analysis showed that annual passenger revenues will fall by USD 252 billion if severe travel restrictions remain in place for three months.
Coronavirus CoronavirusThe coronavirus pandemic could spell ""apocalypse"" in the airline industry without urgent government aid, the global aviation association said Tuesday, warning that carriers could lose more than USD 250 billion in revenues this year alone.
The International Air Transport Association said its latest analysis showed that annual passenger revenues will fall by USD 252 billion if severe travel restrictions remain in place for three months.
""It is the deepest crisis we ever had in our industry,"" IATA chief Alexandre de Juniac told reporters in a virtual briefing, calling on governments to quickly step up and provide desperately needed liquidity.
And there is a small and shrinking window for governments to provide a lifeline of financial support to prevent a liquidity crisis from shuttering the industry.""",2020-03-25T07:56:11Z,https://www.news.google.com/./articles/CAIiEMtOyoZFhbCTxeIt2nct-TwqGQgEKhAIACoHCAow7pf_CjDdlfgCMMOe6gU?hl=en-IN&gl=IN&ceid=IN%3Aen
24,Why HUL Is The Only Gainer Among FMCG Peers So Far This Year,"BloombergBloomberg | Quint is a multiplatform, Indian business and financial news company.
We combine Bloomberg’s global leadership in business and financial news and data, with Quintillion Media’s deep expertise in the Indian market and digital news delivery, to provide high quality business news, insights and trends for India’s sophisticated audiences.",2020-03-25T03:38:46Z,https://www.news.google.com/./articles/CAIiEB7QJM4v1qrY4VhRY2FF0j4qGQgEKhAIACoHCAowqvSQCzD0nKUDMM3htQY?hl=en-IN&gl=IN&ceid=IN%3Aen
25,CDSCO approves COVID-19 PCR kit by Mylab,"The kit is the first one to receive commercial approval from Indian FDA/ Central Drugs Standard Control Organisation (CDSCO) and is named as Mylab PathoDetect COVID-19 Qualitative PCR kit.
The Mylab COVID-19 kit has been evaluated at Indian Council of Medical Research (ICMR).
Further, the company claims that its test kits can test about 100 patients with one kit.
Moreover, Mylab PathoDetect COVID-19 Qualitative PCR kit screens and detects the infection within 2.5 hours, compared to 7+ hours taken by current protocols.
The Mylab manufacturing facility, approved by FDA/CDSCO is compliant with MDR 2017 regulation for Manufacturing Medical Device of Class A,B,C and D and ISO 13485: 2016 certification",2020-03-23T18:21:36Z,https://www.news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LmJpb3NwZWN0cnVtaW5kaWEuY29tL25ld3MvNzgvMTYwMTAvY2RzY28tYXBwcm92ZXMtY292aWQtMTktcGNyLWtpdC1ieS1teWxhYi5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
26,"US could be next virus epicentre, as India locks down, global recession looms","US could be next virus epicentre, as India locks down, global recession loomsindiaUpdated: Mar 25, 2020 10:35 ISTThe United States could become the global epicentre of the coronavirus pandemic, the World Health Organization said on Tuesday, as India announced a full 24-hour, nationwide lockdown in the world’s second-most populous country.
India joined the ranks of Britain and other countries clamping down to hold back the virus as business activity collapsed from Japan to the United States at a record pace in March.
In Geneva, WHO spokeswoman Margaret Harris said infections in the United States had greatly increased.
Over the previous 24 hours, 85 percent of new cases were in Europe and the United States, and of those, 40 percent were in the United States.
Asked whether the United States could become the new epicentre, Harris said: “We are now seeing a very large acceleration in cases in the U.S.",2020-03-25T05:21:01Z,https://www.news.google.com/./articles/CAIiEHj6WX4JYvi7Rcmjx_idpDMqFggEKg4IACoGCAoww7k_MMevCDCm4QE?hl=en-IN&gl=IN&ceid=IN%3Aen
